index,label,pb_spike_sum,pb_pred,pb_correct,sj_spike_sum,sj_pred,sj_correct
0,0,[10  0  0  0  0  0  0  0  2  1  5],0,True,[10  0  0  0  0  0  0  0  2  1  5],0,True
1,0,[19  0  0  0  0  0  0  0  0  0 16],0,True,[19  0  0  0  0  0  0  0  0  0 16],0,True
2,0,[20  0  0  0  0  0  0  0  0  8  0],0,True,[20  0  0  0  0  0  0  0  0  8  0],0,True
3,0,[ 1  0  0  0  0  0  0  0  0 18  0],9,False,[ 1  0  0  0  0  0  0  0  0 18  0],9,False
4,0,[ 0  0  0  0  0  0  0  0  0 36  0],9,False,[ 0  0  0  0  0  0  0  0  0 36  0],9,False
5,0,[25  0  0  0  0  0  0  0  2 14  0],0,True,[25  0  0  0  0  0  0  0  2 14  0],0,True
6,0,[40  0  0  0  0  0  0  0  0  0  0],0,True,[40  0  0  0  0  0  0  0  0  0  0],0,True
7,0,[ 0  0  0  0  0  0  0  0 29 18  0],8,False,[ 0  0  0  0  0  0  0  0 29 18  0],8,False
8,0,[26  0  0  0  0  0  0  0  0 24  0],0,True,[26  0  0  0  0  0  0  0  0 24  0],0,True
9,0,[20  0  0  0  0  0  9 10  0  3  0],0,True,[20  0  0  0  0  0  9 10  0  3  0],0,True
10,0,[32  0  0  0  0  0  0  0  0  0  0],0,True,[32  0  0  0  0  0  0  0  0  0  0],0,True
11,0,[30  0  0  0  0  0  0  0  0  0  0],0,True,[30  0  0  0  0  0  0  0  0  0  0],0,True
12,0,[36  0  0  0  0  0  0  0  0  0  0],0,True,[36  0  0  0  0  0  0  0  0  0  0],0,True
13,0,[3 0 1 0 0 0 0 0 0 0 0],0,True,[3 0 1 0 0 0 0 0 0 0 0],0,True
14,0,[23  0  0  0  0  0  0  0  0  0  0],0,True,[23  0  0  0  0  0  0  0  0  0  0],0,True
15,0,[40  0  0  0  0  0  0  0  0  0  0],0,True,[40  0  0  0  0  0  0  0  0  0  0],0,True
16,0,[0 0 1 0 0 0 0 0 0 8 0],9,False,[0 0 1 0 0 0 0 0 0 8 0],9,False
17,0,[33  0  0  0  0  0  0  0  0  0  0],0,True,[33  0  0  0  0  0  0  0  0  0  0],0,True
18,0,[27  0  0  0  0  0  0  0  0  0  0],0,True,[27  0  0  0  0  0  0  0  0  0  0],0,True
19,0,[30  0  0  0  0  3  0  0  0  0  0],0,True,[30  0  0  0  0  3  0  0  0  0  0],0,True
20,0,[40  0  0  0  0  0  0  0  0  0  0],0,True,[40  0  0  0  0  0  0  0  0  0  0],0,True
21,0,[30  0  0  0  0  0  0  0  0  0  0],0,True,[30  0  0  0  0  0  0  0  0  0  0],0,True
22,0,[ 0  0  5  0  0  0  0  0 12  0  0],8,False,[ 0  0  5  0  0  0  0  0 12  0  0],8,False
